address,price,area,rooms,year,type,url,price_per_m2,lat,lon,date,floor,ownership,postal_code,city
Karolinerveien 4 B,2350000,35,2.0,1967.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=293223923,67142,63.4102219,10.3596369,09/03/2023,4.0,Andel,7021,Trondheim
Solgårdveien 8,3300000,61,,2013.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=294274247,54098,59.98296,11.227618,09/03/2023,2.0,Eier (Selveier),1920,Sørumsand
Storgata 36,3990000,44,,2017.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=294273766,90681,59.959039,11.049039,09/03/2023,5.0,Eier (Selveier),2000,Lillestrøm
Sundts veg 95,7800000,90,4.0,2021.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=294114183,86666,60.31336,5.332148,09/03/2023,2.0,Eier (Selveier),5221,Nesttun
Øyjordsveien 27,2700000,61,3.0,1966.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=294272612,44262,60.4274062,5.30891,09/03/2023,2.0,Andel,5038,Bergen
Strandvegen 100K,4090000,69,3.0,2016.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=280667022,59275,69.637514,18.936635,09/03/2023,2.0,Eier (Selveier),9006,Tromsø
Sydneskleiven 31,4190000,53,3.0,1898.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=294270681,79056,60.3895092,5.3172725,09/03/2023,4.0,Eier (Selveier),5010,Bergen
Moveien 113A,2350000,77,3.0,2021.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=293476011,30519,59.148157,10.193067,09/03/2023,1.0,Andel,3221,Sandefjord
Lervigbrygga 116,3990000,64,2.0,2020.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=293962861,62343,58.967553,5.763958,09/03/2023,3.0,Eier (Selveier),4014,Stavanger
Viksenga 24,4750000,144,,2005.0,Enebolig,https://www.finn.no/realestate/homes/ad.html?finnkode=289967993,32986,60.0837285,10.2618988,09/03/2023,,Eier (Selveier),3530,Røyse
Kolleveien 2,4275000,222,8.0,1950.0,Enebolig,https://www.finn.no/realestate/homes/ad.html?finnkode=286965121,19256,59.5838423,11.1424004,09/03/2023,,Eier (Selveier),1832,Askim
Gråtenvegen 25C,2590000,120,4.0,1955.0,Rekkehus,https://www.finn.no/realestate/homes/ad.html?finnkode=294264666,21583,59.1930164,9.6172768,09/03/2023,,Andel,3732,Skien
Gyldenløves gate 42,58000000,296,,1901.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=294267548,195945,59.922833,10.708966,09/03/2023,1.0,Eier (Selveier),260,Oslo
Fjellkroken 49D,5350000,134,5.0,1996.0,Enebolig,https://www.finn.no/realestate/homes/ad.html?finnkode=294113246,39925,60.087609,10.995038,09/03/2023,2.0,Eier (Selveier),2022,Gjerdrum
Eliasmarken 17,2500000,67,3.0,1958.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=294263446,37313,60.3847642,5.2737383,09/03/2023,1.0,Andel,5164,Laksevåg
Rådhusvegen 12,4090000,86,3.0,2003.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=294215370,47558,63.287772,10.281624,09/03/2023,1.0,Eier (Selveier),7224,Melhus
Stølen 7,3650000,184,7.0,1979.0,Enebolig,https://www.finn.no/realestate/homes/ad.html?finnkode=294112130,19836,59.4376961,5.2717468,09/03/2023,,Eier (Selveier),5516,Haugesund
Inga F. Gjerdrums vei 45,7600000,146,5.0,1971.0,Rekkehus,https://www.finn.no/realestate/homes/ad.html?finnkode=288017004,52054,59.872417,10.4780523,09/03/2023,3.0,Eier (Selveier),1396,Billingstad
RUSTABAKKEN 1,1900000,137,,1963.0,Enebolig,https://www.finn.no/realestate/homes/ad.html?finnkode=294098734,13868,61.768567,5.297067,09/03/2023,2.0,Eier (Selveier),6723,Svelgen
Stovner Senter 26,4550000,105,5.0,1975.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=294180663,43333,59.96194,10.926285,09/03/2023,4.0,Eier (Selveier),985,Oslo
Prost Aunes veg 4,3890000,194,5.0,1968.0,Enebolig,https://www.finn.no/realestate/homes/ad.html?finnkode=294152320,20051,63.2716888,10.2994571,09/03/2023,,Eier (Selveier),7224,Melhus
Lærums gate 6A,2990000,65,2.0,1950.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=294116837,46000,59.733606,10.211399,09/03/2023,2.0,Aksje,3044,Drammen
Austmannavegen 5C,1690000,87,3.0,1967.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=294260382,19425,59.3959603,5.2989167,09/03/2023,4.0,Andel,5537,Haugesund
Nedre Sølen 49,3100000,126,5.0,2013.0,Enebolig,https://www.finn.no/realestate/homes/ad.html?finnkode=294259751,24603,59.1510778,9.6740369,09/03/2023,,Andel,3913,Porsgrunn
Urds gate 15,5900000,262,,1909.0,Enebolig,https://www.finn.no/realestate/homes/ad.html?finnkode=294227971,22519,59.4060002,10.4712479,09/03/2023,,Eier (Selveier),3182,Horten
Bredalsmarken 6,3290000,69,3.0,1948.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=294258961,47681,60.3870582,5.3170422,09/03/2023,4.0,Andel,5006,Bergen
Fossen 8,1000000,262,,1910.0,Enebolig,https://www.finn.no/realestate/homes/ad.html?finnkode=294258387,3816,64.401481,12.342277,09/03/2023,,Eier (Selveier),7870,Grong
Ole Landmarks vei 52,5200000,108,3.0,1984.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=294257898,48148,60.378079,5.344531,09/03/2023,3.0,Eier (Selveier),5053,Bergen
Skuldsveg 7,3990000,283,8.0,1938.0,Enebolig,https://www.finn.no/realestate/homes/ad.html?finnkode=291751604,14098,59.1455759,9.670734,09/03/2023,4.0,Eier (Selveier),3913,Porsgrunn
