address,price,area,url,lat,lon,date,price_per_m2,postal_code,city
Heimevernsveien 3-6,17650 ,33,https://www.finn.no/realestate/lettings/ad.html?finnkode=216808079,70.656386,23.6961,30/01/2023,534.0,9603.0,Hammerfest
Peter Møllers vei 5 B,14500 ,46,https://www.finn.no/realestate/lettings/ad.html?finnkode=289632589,59.93016,10.793108,30/01/2023,315.0,585.0,Oslo
Åstveitskogen 14,10000 ,55,https://www.finn.no/realestate/lettings/ad.html?finnkode=101980585,60.4564431,5.3178763,30/01/2023,181.0,5113.0,Tertnes
Måkekollen 78,16000 ,84,https://www.finn.no/realestate/lettings/ad.html?finnkode=289631364,59.189621,10.895737,30/01/2023,190.0,1679.0,Kråkerøy
VIKERVEIEN 59,8500 ,70,https://www.finn.no/realestate/lettings/ad.html?finnkode=289617983,59.2074831,10.8878132,30/01/2023,121.0,1621.0,Gressvik
Vestre Hopsvegen 17,10000 ,70,https://www.finn.no/realestate/lettings/ad.html?finnkode=289629924,60.3270254,5.3427207,30/01/2023,142.0,5232.0,Paradis
WALDEMAR THRANES GATE 64,8500 ,20,https://www.finn.no/realestate/lettings/ad.html?finnkode=110880297,59.927558,10.747715,30/01/2023,425.0,173.0,Oslo
Rostockgata 98,21000 ,40,https://www.finn.no/realestate/lettings/ad.html?finnkode=289621131,59.905645,10.759808,30/01/2023,525.0,194.0,Oslo
Nygărdsveien 53,9500 ,85,https://www.finn.no/realestate/lettings/ad.html?finnkode=289620885,58.4735626,8.7766896,30/01/2023,111.0,4844.0,Arendal
SKIPPERGATA 8,12000 ,70,https://www.finn.no/realestate/lettings/ad.html?finnkode=96206144,69.6529498,18.9610795,30/01/2023,171.0,9008.0,Tromsø
Harald Hårfagres gate 12,13500 ,38,https://www.finn.no/realestate/lettings/ad.html?finnkode=289627238,63.445696,10.442517,30/01/2023,355.0,7041.0,Trondheim
Bruhagen 2,17900 ,124,https://www.finn.no/realestate/lettings/ad.html?finnkode=289624883,58.8448537,5.7295821,30/01/2023,144.0,4306.0,Sandnes
GRØNNEGATA 94,12000 ,65,https://www.finn.no/realestate/lettings/ad.html?finnkode=289619297,60.7955935,11.0701733,30/01/2023,184.0,2317.0,Hamar
NJARDARVOLLEN 24,24300 ,110,https://www.finn.no/realestate/lettings/ad.html?finnkode=289623235,63.4075967,10.4155507,30/01/2023,220.0,7032.0,Trondheim
Sjøbergvegen 1A,10500 ,55,https://www.finn.no/realestate/lettings/ad.html?finnkode=289613220,60.147628,11.171533,30/01/2023,190.0,2066.0,Jessheim
ØDEGÅRDSVEIEN 43 B,14000 ,80,https://www.finn.no/realestate/lettings/ad.html?finnkode=289618587,59.8343662,11.1357106,30/01/2023,175.0,1911.0,Flateby
BEKKEGATA 27,12000 ,67,https://www.finn.no/realestate/lettings/ad.html?finnkode=289617504,60.7955356,11.0700976,30/01/2023,179.0,2317.0,Hamar
ØDEGÅRDSVEIEN 43 B,16000 ,80,https://www.finn.no/realestate/lettings/ad.html?finnkode=289612094,59.8343662,11.1357106,30/01/2023,200.0,1911.0,Flateby
Sorgenfriveien 24,19500 ,71,https://www.finn.no/realestate/lettings/ad.html?finnkode=289620460,63.405163,10.400364,30/01/2023,274.0,7031.0,Trondheim
OLAV KYRRES GATE 13,2500 ,15,https://www.finn.no/realestate/lettings/ad.html?finnkode=286717141,59.917382,10.691925,30/01/2023,166.0,273.0,Oslo
Gladengveien 15B,18000 ,61,https://www.finn.no/realestate/lettings/ad.html?finnkode=129967422,59.917246,10.792349,30/01/2023,295.0,661.0,Oslo
ØVRE KORSKIRKEALLMENNINGEN 6,5500 ,11,https://www.finn.no/realestate/lettings/ad.html?finnkode=278734308,60.395338,5.329111,30/01/2023,500.0,5017.0,Bergen
Martin Barstads veg,12000 ,55,https://www.finn.no/realestate/lettings/ad.html?finnkode=166868346,63.421912,10.5221651,30/01/2023,218.0,7056.0,Ranheim
Fanavegen 87,13000 ,36,https://www.finn.no/realestate/lettings/ad.html?finnkode=289604401,60.296697,5.325608,30/01/2023,361.0,5239.0,Rådal
Hvålagata 8,9000 ,175,https://www.finn.no/realestate/lettings/ad.html?finnkode=289615860,59.56175,9.274447,30/01/2023,51.0,3681.0,Notodden
STASJONSVEIEN 23,8500 ,50,https://www.finn.no/realestate/lettings/ad.html?finnkode=56258165,59.8800662,11.5696919,30/01/2023,170.0,1940.0,Bjørkelangen
Vestfoldveien 90,12500 ,55,https://www.finn.no/realestate/lettings/ad.html?finnkode=289605494,59.730808,10.209946,30/01/2023,227.0,3043.0,Drammen
Grimsrudveien 75,13000 ,70,https://www.finn.no/realestate/lettings/ad.html?finnkode=74623454,59.74247,10.7719983,30/01/2023,185.0,1407.0,Vinterbro
Svoldergata 4,11000 ,25,https://www.finn.no/realestate/lettings/ad.html?finnkode=289613721,59.911222,10.708512,30/01/2023,440.0,271.0,Oslo
BEKKEGATA 27,12000 ,60,https://www.finn.no/realestate/lettings/ad.html?finnkode=289606428,60.7955356,11.0700976,30/01/2023,200.0,2317.0,Hamar
Clara Holsts veg 19,6420 ,13,https://www.finn.no/realestate/lettings/ad.html?finnkode=289611494,63.4290245,10.4381088,30/01/2023,493.0,7046.0,Trondheim
Ullevålsalléen 5,14500 ,34,https://www.finn.no/realestate/lettings/ad.html?finnkode=289611421,59.93788,10.731827,30/01/2023,426.0,850.0,Oslo
Clara Holsts veg 19,10950 ,38,https://www.finn.no/realestate/lettings/ad.html?finnkode=289611019,63.4290245,10.4381088,30/01/2023,288.0,7046.0,Trondheim
Heimevernsveien 3-6,17650 ,33,https://www.finn.no/realestate/lettings/ad.html?finnkode=216808079,70.656386,23.6961,30/01/2023,534.0,9603.0,Hammerfest
Bregnevegen 11,23000 ,267,https://www.finn.no/realestate/lettings/ad.html?finnkode=289604242,58.785983,5.606791,30/01/2023,86.0,4351.0,Kleppe
Stavangergata 23,12900 ,34,https://www.finn.no/realestate/lettings/ad.html?finnkode=289610139,59.942576,10.756742,30/01/2023,379.0,467.0,Oslo
Thulstrups gate 5,26200 ,95,https://www.finn.no/realestate/lettings/ad.html?finnkode=289608811,59.935417,10.738124,30/01/2023,275.0,451.0,Oslo
Thulstrups gate 7,25000 ,80,https://www.finn.no/realestate/lettings/ad.html?finnkode=289608768,59.935251,10.738473,30/01/2023,312.0,451.0,Oslo
Riiser-Larsens vei 7,8800 ,21,https://www.finn.no/realestate/lettings/ad.html?finnkode=289608740,59.907727,10.615752,30/01/2023,419.0,1368.0,Stabekk
Tunvegen 05,7200 ,12,https://www.finn.no/realestate/lettings/ad.html?finnkode=289608734,60.1915058,11.06991,30/01/2023,600.0,2060.0,Gardermoen
Inger Bang Lunds vei 17,22000 ,87,https://www.finn.no/realestate/lettings/ad.html?finnkode=289608584,60.372557,5.343604,30/01/2023,252.0,5059.0,Bergen
Nattfiolveien 11,8750 ,70,https://www.finn.no/realestate/lettings/ad.html?finnkode=209809613,60.228069,10.359418,30/01/2023,125.0,3520.0,Jevnaker
Tunvegen 12,9200 ,22,https://www.finn.no/realestate/lettings/ad.html?finnkode=289607239,60.192192,11.070707,30/01/2023,418.0,2060.0,Gardermoen
Tunvegen 12,9200 ,22,https://www.finn.no/realestate/lettings/ad.html?finnkode=289607288,60.192192,11.070707,30/01/2023,418.0,2060.0,Gardermoen
Varabergarmen 11,12000 ,68,https://www.finn.no/realestate/lettings/ad.html?finnkode=289607028,58.8811926,5.6691757,30/01/2023,176.0,4051.0,Sola
Ekebergveien 5 C,16000 ,52,https://www.finn.no/realestate/lettings/ad.html?finnkode=289607019,59.901691,10.771551,30/01/2023,307.0,192.0,Oslo
GRØNNEGATA 93 A,14500 ,60,https://www.finn.no/realestate/lettings/ad.html?finnkode=289585715,60.7958205,11.0705556,30/01/2023,241.0,2317.0,Hamar
Grenseveien 55,16000 ,43,https://www.finn.no/realestate/lettings/ad.html?finnkode=289605135,59.9219352,10.7929291,30/01/2023,372.0,576.0,Oslo
Tvetestien 10,16000 ,65,https://www.finn.no/realestate/lettings/ad.html?finnkode=289603299,63.417454,10.371436,30/01/2023,246.0,7020.0,Trondheim
Sørskarva 11 Bærums Verk Lommedalen,9000 ,32,https://www.finn.no/realestate/lettings/ad.html?finnkode=204190499,59.946992,10.493756,30/01/2023,281.0,1350.0,Lommedalen
Leitet 1,9900 ,37,https://www.finn.no/realestate/lettings/ad.html?finnkode=279728383,60.3917203,5.336456,30/01/2023,267.0,5018.0,Bergen
Sigurd Hoels vei 5,14800 ,36,https://www.finn.no/realestate/lettings/ad.html?finnkode=289599887,59.916143,10.785791,30/01/2023,411.0,655.0,Oslo
Middelthuns gate 15 C,15900 ,45,https://www.finn.no/realestate/lettings/ad.html?finnkode=289598355,59.927613,10.711831,30/01/2023,353.0,368.0,Oslo
Nedre Torggate 9,12000 ,74,https://www.finn.no/realestate/lettings/ad.html?finnkode=289597650,59.0522672,10.0281211,30/01/2023,162.0,3256.0,Larvik
Kalfarveien 100,13500 ,30,https://www.finn.no/realestate/lettings/ad.html?finnkode=289595959,60.3840965,5.3520772,30/01/2023,450.0,5022.0,Bergen
KAPITELBERGVEGEN 5,6900 ,35,https://www.finn.no/realestate/lettings/ad.html?finnkode=289595260,59.2021593,9.6247086,30/01/2023,197.0,3714.0,Skien
GRÅTENVEGEN 22,6000 ,30,https://www.finn.no/realestate/lettings/ad.html?finnkode=289594106,59.192849,9.6165384,30/01/2023,200.0,3732.0,Skien
Kringveien 2 d,12000 ,60,https://www.finn.no/realestate/lettings/ad.html?finnkode=156170594,59.945199,10.910162,30/01/2023,200.0,1087.0,Oslo
BREILIVEIEN 20,9000 ,47,https://www.finn.no/realestate/lettings/ad.html?finnkode=222962183,59.1310929,10.2422707,30/01/2023,191.0,3217.0,Sandefjord
Hans Jacob Nilsens gate 12,15800 ,85,https://www.finn.no/realestate/lettings/ad.html?finnkode=289586586,59.210082,10.943881,30/01/2023,185.0,1602.0,Fredrikstad
Kringveien 2 D,18000 ,145,https://www.finn.no/realestate/lettings/ad.html?finnkode=156170673,59.945199,10.910162,30/01/2023,124.0,1087.0,Oslo
Viernveien 61,13500 ,85,https://www.finn.no/realestate/lettings/ad.html?finnkode=141716190,59.8536514,10.5388114,30/01/2023,158.0,1397.0,Nesøya
Carl Lundgrens Vei 5,"20990,–",66,https://www.finn.no/realestate/lettings/ad.html?finnkode=289592965,59.920411,10.634698,30/01/2023,,283.0,Oslo
Kirkegaten 15,14900 ,70,https://www.finn.no/realestate/lettings/ad.html?finnkode=239047916,60.4066712,5.326506,30/01/2023,212.0,5036.0,Bergen
SOLVIKVEIEN 11,28000 ,350,https://www.finn.no/realestate/lettings/ad.html?finnkode=289588332,59.895602,10.560057,30/01/2023,80.0,1363.0,Høvik
VALKYRIEGATA 21 A,12900 ,33,https://www.finn.no/realestate/lettings/ad.html?finnkode=289588000,59.929943,10.715863,30/01/2023,390.0,366.0,Oslo
TORGET 4,12500 ,120,https://www.finn.no/realestate/lettings/ad.html?finnkode=289589811,59.0528692,10.027049,30/01/2023,104.0,3256.0,Larvik
Segelckes vei 12,18500 ,66,https://www.finn.no/realestate/lettings/ad.html?finnkode=289589799,59.951499,11.009929,30/01/2023,280.0,2010.0,Strømmen
Kronprinsens gate 11,10000 ,32,https://www.finn.no/realestate/lettings/ad.html?finnkode=289589929,58.1481314,8.0015969,30/01/2023,312.0,4614.0,Kristiansand S
Borger Withs gate 31,16000 ,53,https://www.finn.no/realestate/lettings/ad.html?finnkode=289589633,59.940768,10.777356,30/01/2023,301.0,482.0,Oslo
Måsåbekkvegen,7500 ,29,https://www.finn.no/realestate/lettings/ad.html?finnkode=289583707,60.8049461,11.0468072,30/01/2023,258.0,2316.0,Hamar
HOLSØYVEIEN 84,15000 ,70,https://www.finn.no/realestate/lettings/ad.html?finnkode=283234515,68.1374341,13.6330516,30/01/2023,214.0,8370.0,Leknes
Grønvoll allé 68,15500 ,43,https://www.finn.no/realestate/lettings/ad.html?finnkode=289589149,59.916078,10.794717,30/01/2023,360.0,661.0,Oslo
Prins Oscars gate 1 B,11500 ,34,https://www.finn.no/realestate/lettings/ad.html?finnkode=289588018,59.741353,10.21926,30/01/2023,338.0,3015.0,Drammen
Torridalsveien 8,10000 ,31,https://www.finn.no/realestate/lettings/ad.html?finnkode=289587510,58.1526545,8.006978,30/01/2023,322.0,4630.0,Kristiansand S
Dvergsnesheia 43,7100 ,30,https://www.finn.no/realestate/lettings/ad.html?finnkode=98452047,58.126877,8.068464,30/01/2023,236.0,4639.0,Kristiansand S
Maridalsveien 37,15400 ,32,https://www.finn.no/realestate/lettings/ad.html?finnkode=289587155,59.927081,10.751108,30/01/2023,481.0,175.0,Oslo
Julianus Holms veg 54,17000 ,65,https://www.finn.no/realestate/lettings/ad.html?finnkode=289587143,63.441837,10.4623313,30/01/2023,261.0,7041.0,Trondheim
Langes gate 6,14000 ,39,https://www.finn.no/realestate/lettings/ad.html?finnkode=289585324,59.918644,10.73984,30/01/2023,358.0,165.0,Oslo
Sigurd Hoels vei 49,16000 ,45,https://www.finn.no/realestate/lettings/ad.html?finnkode=289583430,59.918009,10.7879,30/01/2023,355.0,655.0,Oslo
Mobergsbakken 44,12000 ,48,https://www.finn.no/realestate/lettings/ad.html?finnkode=289575790,60.182355,5.4609601,30/01/2023,250.0,5200.0,Os
Vetabekkveien 18,7000 ,60,https://www.finn.no/realestate/lettings/ad.html?finnkode=97899370,59.2701417,11.0356186,30/01/2023,116.0,1718.0,Greåker
Kvernerudsvegen 55,"11950,–",80,https://www.finn.no/realestate/lettings/ad.html?finnkode=278619631,60.393164,10.565498,30/01/2023,,2770.0,Jaren
KROKUSVEGEN 10,10500 ,56,https://www.finn.no/realestate/lettings/ad.html?finnkode=245669030,60.391168,11.2005057,30/01/2023,187.0,2092.0,Minnesund
Schleppegrells gate 14 A,14500 ,41,https://www.finn.no/realestate/lettings/ad.html?finnkode=289580587,59.927309,10.760771,30/01/2023,353.0,556.0,Oslo
