address,price,area,rooms,year,type,url,price_per_m2,lat,lon,date,floor,ownership,postal_code,city
Brinken 18,10900000,293,,1964.0,Enebolig,https://www.finn.no/realestate/homes/ad.html?finnkode=299789892,37201,58.1662343,7.9946991,22/04/2023,,Eier (Selveier),4630,Kristiansand S
Bjørnestien 20D,2620000,64,3.0,1992.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=299965130,40937,59.4187486,10.4525219,22/04/2023,1.0,Andel,3188,Horten
Odins gate 18,9700000,209,,1925.0,Enebolig,https://www.finn.no/realestate/homes/ad.html?finnkode=299798622,46411,58.9572785,5.732765,22/04/2023,,Eier (Selveier),4011,Stavanger
Roald Amundsens vei 24,4000000,120,,1949.0,Rekkehus,https://www.finn.no/realestate/homes/ad.html?finnkode=299907549,33333,58.9451945,5.7401242,22/04/2023,3.0,Eier (Selveier),4016,Stavanger
Elisestien 51,3190000,79,2.0,1986.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=299958974,40379,69.6075908,18.9367675,22/04/2023,2.0,Andel,9020,Tromsdalen
Fredensborgveien 25 A,5250000,54,2.0,1896.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=299537228,97222,59.919072,10.748932,22/04/2023,2.0,Andel,177,Oslo
Hamang terrasse 55,4900000,64,3.0,1986.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=299943659,76562,59.896127,10.502343,22/04/2023,1.0,Eier (Selveier),1336,Sandvika
Selma Ellefsens vei 3J,5050000,129,4.0,2021.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=299958298,39147,59.92535,10.811555,22/04/2023,6.0,Andel,581,Oslo
Storgata 71,3750000,92,4.0,1946.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=299916518,40760,67.286236,14.400771,22/04/2023,1.0,Eier (Selveier),8006,Bodø
Geitmyrsveien 31 C,5000000,50,,1970.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=299957428,100000,59.928575,10.744816,22/04/2023,1.0,Eier (Selveier),171,Oslo
Vikebakkvegen 2,8990000,247,,2020.0,Enebolig,https://www.finn.no/realestate/homes/ad.html?finnkode=295247576,36396,62.346267,5.8517,22/04/2023,2.0,Eier (Selveier),6065,Ulsteinvik
Solbergfossveien 48,1200000,107,4.0,1965.0,Enebolig,https://www.finn.no/realestate/homes/ad.html?finnkode=299535292,11214,59.6041575,11.1812679,22/04/2023,1.0,Eier (Selveier),1814,Askim
