address,price,area,rooms,year,type,url,price_per_m2,lat,lon,date,floor,ownership,postal_code,city
Lingelemveien 1,5290000,222,6.0,1961.0,Enebolig,https://www.finn.no/realestate/homes/ad.html?finnkode=297765532,23828,59.1465682,10.2194371,13/04/2023,,Eier (Selveier),3225,Sandefjord
Nyresvegen 88,2800000,213,7.0,1959.0,Enebolig,https://www.finn.no/realestate/homes/ad.html?finnkode=298692234,13145,60.623748,6.434609,13/04/2023,,Eier (Selveier),5700,Voss
Torggata 13,2490000,162,4.0,1947.0,Enebolig,https://www.finn.no/realestate/homes/ad.html?finnkode=297481990,15370,59.1112423,9.6442011,13/04/2023,2.0,Eier (Selveier),3936,Porsgrunn
Michael Krohns gate 64,3390000,57,3.0,1930.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=298642676,59473,60.3803252,5.3205981,13/04/2023,2.0,Eier (Selveier),5057,Bergen
Kommandørveien 25,10500000,132,7.0,1917.0,Enebolig,https://www.finn.no/realestate/homes/ad.html?finnkode=286626849,79545,58.9894282,5.7346302,13/04/2023,,Eier (Selveier),4077,Hundvåg
Njords veg 28 C,3200000,64,3.0,1966.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=298688640,50000,63.4038981,10.4154603,13/04/2023,3.0,Andel,7035,Trondheim
Øygardshaugen 84B,1550000,69,,1993.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=298687871,22463,59.1489,5.244797,13/04/2023,1.0,Eier (Selveier),4280,Skudeneshavn
Hestavangen 3,4350000,71,3.0,2018.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=298581177,61267,60.628664,6.421177,13/04/2023,2.0,Eier (Selveier),5700,Voss
Myrveien 22C,8500000,162,6.0,2015.0,Enebolig,https://www.finn.no/realestate/homes/ad.html?finnkode=298603432,52469,60.0561661,10.8653036,13/04/2023,2.0,Eier (Selveier),1482,Nittedal
Hangursvegen 37,5000000,181,5.0,1969.0,Enebolig,https://www.finn.no/realestate/homes/ad.html?finnkode=298601250,27624,60.629082,6.399553,13/04/2023,2.0,Eier (Selveier),5704,Voss
Gjerdrumsveien 73A,5800000,192,8.0,2002.0,Tomannsbolig,https://www.finn.no/realestate/homes/ad.html?finnkode=298685046,30208,60.0235261,11.0331321,13/04/2023,3.0,Eier (Selveier),2020,Skedsmokorset
Wingejordet 31B Sande i,3600000,111,5.0,2010.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=298680777,32432,59.5828788,10.2113066,13/04/2023,2.0,Eier (Selveier),3070,Vestfold
Hafellbakkan 20,4795000,239,,2018.0,Enebolig,https://www.finn.no/realestate/homes/ad.html?finnkode=295201661,20062,63.50986,10.022756,13/04/2023,,Eier (Selveier),7105,Stadsbygd
Smålensgata 4A,5850000,84,3.0,1980.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=298495466,69642,59.907113,10.784086,13/04/2023,1.0,Andel,657,Oslo
Asaldalbakken 99,2590000,127,,2008.0,Enebolig,https://www.finn.no/realestate/homes/ad.html?finnkode=298684550,20393,59.2863548,5.2897538,13/04/2023,2.0,Eier (Selveier),4250,Kopervik
Fossegrenda 25 A,2890000,87,1.0,1977.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=298683177,33218,63.387607,10.413017,13/04/2023,2.0,Eier (Selveier),7038,Trondheim
Søre Maggevarden 23,3850000,152,6.0,1995.0,Enebolig,https://www.finn.no/realestate/homes/ad.html?finnkode=298632852,25328,60.4026798,5.0103965,13/04/2023,3.0,Eier (Selveier),5363,Ågotnes
Høiendal 6A,3250000,100,,1966.0,Enebolig,https://www.finn.no/realestate/homes/ad.html?finnkode=298665216,32500,59.235104,10.963768,13/04/2023,,Andel,1617,Fredrikstad
Søråshøgda 106 D,3390000,118,,1988.0,Rekkehus,https://www.finn.no/realestate/homes/ad.html?finnkode=298683415,28728,60.3054628,5.3228718,13/04/2023,,Eier (Selveier),5235,Rådal
Lindebergåsen 14A,2800000,44,2.0,1976.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=298650042,63636,59.929363,10.880266,13/04/2023,2.0,Andel,1068,Oslo
Ivar Aasens vei 8A,7700000,256,,1955.0,Enebolig,https://www.finn.no/realestate/homes/ad.html?finnkode=292259060,30078,59.9615016,10.9909071,13/04/2023,,Eier (Selveier),2013,Skjetten
Revsbakken 6,3080000,177,4.0,1971.0,Enebolig,https://www.finn.no/realestate/homes/ad.html?finnkode=290937069,17401,68.816724,16.5493991,13/04/2023,2.0,Eier (Selveier),9404,Harstad
Korsholms gate 2,3490000,172,,1957.0,Enebolig,https://www.finn.no/realestate/homes/ad.html?finnkode=298682001,20290,58.0266572,7.4415211,13/04/2023,,Eier (Selveier),4514,Mandal
Solheims tverrgate 13,3790000,90,3.0,1981.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=298640006,42111,60.3743778,5.3366281,13/04/2023,3.0,Andel,5054,Bergen
Breidablikkstien 2C,3750000,63,,2019.0,Tomannsbolig,https://www.finn.no/realestate/homes/ad.html?finnkode=298680541,59523,63.412532,10.377961,13/04/2023,2.0,Eier (Selveier),7019,Trondheim
Bjønnstien 12,5250000,253,6.0,1989.0,Enebolig,https://www.finn.no/realestate/homes/ad.html?finnkode=291552638,20750,60.1863519,11.9744581,13/04/2023,,Eier (Selveier),2208,Kongsvinger
Kalfarveien 20D,12600000,117,4.0,2023.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=298679656,107692,60.389769,5.339313,13/04/2023,10.0,Eier (Selveier),5018,Bergen
Stølen 33A,3150000,100,3.0,2005.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=298679590,31500,60.5583291,5.2553857,13/04/2023,1.0,Eier (Selveier),5911,Alversund
Torgny Segerstedts vei 150,1990000,45,,1971.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=298678909,44222,60.3448431,5.2970885,13/04/2023,10.0,Andel,5143,Fyllingsdalen
Bjørkelundvegen 17,7490000,213,5.0,2010.0,Enebolig,https://www.finn.no/realestate/homes/ad.html?finnkode=298530591,35164,60.3486465,5.1519579,13/04/2023,,Eier (Selveier),5350,Brattholmen
Haugenesveien 39,2990000,163,,1978.0,Rekkehus,https://www.finn.no/realestate/homes/ad.html?finnkode=289834040,18343,58.378818,8.7018138,13/04/2023,,Eier (Selveier),4870,Fevik
Prestestien 14,2850000,77,3.0,1970.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=298656375,37012,60.4673992,5.307131,13/04/2023,2.0,Andel,5118,Ulset
Kyavegen 8,2050000,47,2.0,1945.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=298617230,43617,63.4317963,10.4453858,13/04/2023,1.0,Andel,7045,Trondheim
Kvernfaret 36,9900000,137,,1953.0,Rekkehus,https://www.finn.no/realestate/homes/ad.html?finnkode=297797037,72262,59.928698,10.630679,13/04/2023,,Andel,383,Oslo
Ekeliveien 10,1790000,160,,1955.0,Enebolig,https://www.finn.no/realestate/homes/ad.html?finnkode=298671532,11187,59.036406,9.7110522,13/04/2023,,Eier (Selveier),3961,Stathelle
Eventyrveien 23,6300000,223,6.0,1989.0,Enebolig,https://www.finn.no/realestate/homes/ad.html?finnkode=291318212,28251,59.7646105,10.0159504,13/04/2023,,Eier (Selveier),3055,Krokstadelva
Ensjøveien 34,4690000,35,2.0,,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=298513352,134000,59.9104461,10.7921051,13/04/2023,4.0,Eier (Selveier),661,Oslo
Vesøygaten 1A,2980000,64,,2017.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=298676277,46562,58.3381642,8.5836429,13/04/2023,2.0,Eier (Selveier),4876,Grimstad
Karmsundgata 214,1750000,64,3.0,1922.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=298676284,27343,59.4159399,5.2729246,13/04/2023,2.0,Eier (Selveier),5525,Haugesund
Nordlysbuen 4B,4990000,157,4.0,1964.0,Tomannsbolig,https://www.finn.no/realestate/homes/ad.html?finnkode=298492630,31783,67.2816548,14.4039713,13/04/2023,,Eier (Selveier),8007,Bodø
Elgfaret 7 A,800000,59,2.0,1994.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=298506402,13559,67.0936258,15.3921311,13/04/2023,1.0,Andel,8250,Rognan
Hesnesveien 41,3900000,146,,2002.0,Enebolig,https://www.finn.no/realestate/homes/ad.html?finnkode=296876705,26712,58.362598,8.622057,13/04/2023,2.0,Eier (Selveier),4885,Grimstad
Skedsmogata 25,5100000,40,2.0,,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=298675060,127500,59.913676,10.786392,13/04/2023,6.0,Eier (Selveier),655,Oslo
Hellinga 2A,3250000,103,5.0,1951.0,Enebolig,https://www.finn.no/realestate/homes/ad.html?finnkode=297770328,31553,60.7185314,11.1994705,13/04/2023,2.0,Eier (Selveier),2335,Stange
Løkkeveien 13,4450000,220,,1973.0,Enebolig,https://www.finn.no/realestate/homes/ad.html?finnkode=298675528,20227,59.008755,10.022333,13/04/2023,,Eier (Selveier),3292,Stavern
Enebakkveien 422 A,11950000,201,6.0,2022.0,Tomannsbolig,https://www.finn.no/realestate/homes/ad.html?finnkode=280366130,59452,59.833757,10.84607,13/04/2023,,Eier (Selveier),1279,Oslo
