address,price,area,rooms,year,type,url,price_per_m2,lat,lon,date,floor,ownership,postal_code,city
Elias Smiths vei 20A,6000000,64,,2020.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=294246377,93750,59.891374,10.517591,17/03/2023,3.0,Eier (Selveier),1337,Sandvika
Hamangskogen 69,10900000,131,,1983.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=288405138,83206,59.895469,10.510522,17/03/2023,4.0,Eier (Selveier),1338,Sandvika
Litlaskarstien 39,4290000,124,5.0,2017.0,Rekkehus,https://www.finn.no/realestate/homes/ad.html?finnkode=295210834,34596,60.489223,5.388309,17/03/2023,3.0,Eier (Selveier),5111,Breistein
Hagavegen 15,4650000,270,,1956.0,Enebolig,https://www.finn.no/realestate/homes/ad.html?finnkode=271473435,17222,60.780674,11.118018,17/03/2023,,Eier (Selveier),2312,Ottestad
Rødstilkveien 18A,3690000,170,4.0,1979.0,Tomannsbolig,https://www.finn.no/realestate/homes/ad.html?finnkode=295120805,21705,58.9743947,5.6099483,17/03/2023,,Eier (Selveier),4049,Hafrsfjord
Skatvalsvegen 227,1880000,68,3.0,2017.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=295211011,27647,63.5092444,10.8114554,17/03/2023,1.0,Andel,7510,Skatval
Gamle Fetvei 14B,3400000,44,2.0,2021.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=295211024,77272,59.926577,11.160488,17/03/2023,3.0,Eier (Selveier),1900,Fetsund
Gimleveien 64,3000000,50,3.0,2013.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=294714808,60000,58.1584639,8.0105214,17/03/2023,1.0,Eier (Selveier),4630,Kristiansand S
Tjeldvegen 14D Klepp,2490000,65,,2002.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=295210523,38307,58.7921513,5.7137333,17/03/2023,2.0,Andel,4353,stasjon
John Strandruds vei 11,4490000,41,2.0,2015.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=295087144,109512,59.9052576,10.6234532,17/03/2023,1.0,Eier (Selveier),1366,Lysaker
St. Olavs vei 51,4180000,81,3.0,2016.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=290062470,51604,58.1578242,8.0125859,17/03/2023,1.0,Eier (Selveier),4631,Kristiansand S
Hobølveien 3K,3650000,72,3.0,2015.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=294960055,50694,59.6593784,11.0008253,17/03/2023,4.0,Eier (Selveier),1825,Tomter
Skoklefaldsvingen 15,6950000,111,4.0,1997.0,Enebolig,https://www.finn.no/realestate/homes/ad.html?finnkode=285900891,62612,59.8480813,10.6658613,17/03/2023,2.0,Eier (Selveier),1452,Nesoddtangen
Korporalstubben 20C,4250000,146,4.0,1969.0,Rekkehus,https://www.finn.no/realestate/homes/ad.html?finnkode=295210195,29109,58.94167,5.6510139,17/03/2023,,Andel,4045,Hafrsfjord
Adolph Bergs vei 9,4690000,91,4.0,1955.0,Tomannsbolig,https://www.finn.no/realestate/homes/ad.html?finnkode=295205188,51538,60.3600725,5.3632736,17/03/2023,2.0,Eier (Selveier),5089,Bergen
Nordre Toppe 52,2490000,83,4.0,1973.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=295117594,30000,60.4833313,5.2666853,17/03/2023,1.0,Andel,5136,Mjølkeråen
Ådnavegen 54 Indre,9690000,146,6.0,2017.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=295209835,66369,60.421682,5.4695372,17/03/2023,7.0,Andel,5260,Arna
Fredengvegen 4,3300000,198,,1973.0,Enebolig,https://www.finn.no/realestate/homes/ad.html?finnkode=294218465,16666,60.767657,10.6783248,17/03/2023,2.0,Eier (Selveier),2817,Gjøvik
Gamlevegen 35,2900000,424,4.0,1900.0,Gårdsbruk/Småbruk,https://www.finn.no/realestate/homes/ad.html?finnkode=295169744,6839,61.771592,4.887109,17/03/2023,3.0,Eier (Selveier),6729,Kalvåg
Heimdals gate 7,2050000,57,,1972.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=295188947,35964,60.792104,10.684514,17/03/2023,4.0,Andel,2821,Gjøvik
Nordvikavegen 21,3800000,142,7.0,1978.0,Enebolig,https://www.finn.no/realestate/homes/ad.html?finnkode=295209563,26760,60.3088871,5.0418957,17/03/2023,,Eier (Selveier),5357,Fjell
Coldevins gate 39A Mo i,2750000,199,5.0,1961.0,Tomannsbolig,https://www.finn.no/realestate/homes/ad.html?finnkode=295072536,13819,66.3175829,14.1948051,17/03/2023,3.0,Eier (Selveier),8610,Rana
Suhms gate 14,14500000,159,5.0,1919.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=295170663,91194,59.930598,10.724182,17/03/2023,2.0,Aksje,362,Oslo
Nordåssløyfa 20,3600000,84,2.0,1983.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=281934177,42857,59.832978,10.78151,17/03/2023,1.0,Andel,1251,Oslo
Jacob Aalls gate 12A,12750000,130,,1897.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=295209233,98076,59.926864,10.713628,17/03/2023,4.0,Eier (Selveier),368,Oslo
Bretterne 3,3650000,55,,1890.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=295209215,66363,60.3995296,5.3058762,17/03/2023,4.0,Eier (Selveier),5005,Bergen
Aslakveien 16D,9500000,99,3.0,2005.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=294991086,95959,59.94045,10.651006,17/03/2023,4.0,Eier (Selveier),753,Oslo
Ole Tobias Olsens gate 5 Mo i,3000000,93,3.0,2017.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=295089495,32258,66.3077406,14.1351255,17/03/2023,,Andel,8622,Rana
Midtunhaugen 68A,3200000,48,2.0,,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=295079223,66666,60.317495,5.360656,17/03/2023,1.0,Eier (Selveier),5224,Nesttun
Frisveien 20,3450000,82,3.0,2023.0,Tomannsbolig,https://www.finn.no/realestate/homes/ad.html?finnkode=295208814,42073,63.278159,9.828458,17/03/2023,1.0,Eier (Selveier),7320,Fannrem
Bekkegaten 5,2990000,71,3.0,2013.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=295204265,42112,59.4902639,10.3151042,17/03/2023,2.0,Eier (Selveier),3080,Holmestrand
Grindalsvegen 1,1310781,60,,2000.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=295013787,21846,60.8823942,11.5531626,17/03/2023,4.0,Andel,2406,Elverum
Raveien 351,4500000,194,,1950.0,Enebolig,https://www.finn.no/realestate/homes/ad.html?finnkode=295208555,23195,59.163784,10.2032572,17/03/2023,,Eier (Selveier),3220,Sandefjord
Lyngveien 20,4800000,271,6.0,1978.0,Enebolig,https://www.finn.no/realestate/homes/ad.html?finnkode=295090989,17712,59.6653919,11.0040706,17/03/2023,,Eier (Selveier),1825,Tomter
Kvernslåttvegen 17,3190000,65,3.0,2005.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=293382655,49076,60.2984898,5.3125907,17/03/2023,1.0,Eier (Selveier),5237,Rådal
Sandeveien 22B,3950000,109,,1993.0,Tomannsbolig,https://www.finn.no/realestate/homes/ad.html?finnkode=295208390,36238,59.3822777,10.4506095,17/03/2023,1.0,Eier (Selveier),3184,Borre
Bygdøy allé 88,6190000,60,3.0,1938.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=295208393,103166,59.918947,10.694562,17/03/2023,3.0,Eier (Selveier),273,Oslo
Skansen 3,5490000,78,3.0,2013.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=295098202,70384,58.1460481,8.0105637,17/03/2023,5.0,Eier (Selveier),4608,Kristiansand S
Presteheia 102,5990000,132,4.0,2005.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=295094289,45378,58.165252,8.0100703,17/03/2023,1.0,Andel,4633,Kristiansand S
