address,price,area,url,lat,lon,date,price_per_m2,postal_code,city
Karstensens vei 27,10500 ,70,https://www.finn.no/realestate/lettings/ad.html?finnkode=211568700,59.237834,10.979516,02/02/2023,150.0,1617,Fredrikstad
BREIGATA 10,15900 ,49,https://www.finn.no/realestate/lettings/ad.html?finnkode=287491002,59.914127,10.760817,02/02/2023,324.0,187,Oslo
Borgjalia 17 Bø i,3800 ,128,https://www.finn.no/realestate/lettings/ad.html?finnkode=190028398,59.4007846,9.0679952,02/02/2023,29.0,3801,Telemark
Korpelivegen 30,8500 ,40,https://www.finn.no/realestate/lettings/ad.html?finnkode=216748073,59.1123937,9.6581933,02/02/2023,212.0,3928,Porsgrunn
Louises gate 2 B,19000 ,62,https://www.finn.no/realestate/lettings/ad.html?finnkode=289996301,59.925889,10.731936,02/02/2023,306.0,168,Oslo
Lensmann Solbergs vei 1,15900 ,90,https://www.finn.no/realestate/lettings/ad.html?finnkode=289996273,59.7348352,10.1829638,02/02/2023,176.0,3046,Drammen
Enebakkveien 222A,25000 ,100,https://www.finn.no/realestate/lettings/ad.html?finnkode=289952279,59.886099,10.816062,02/02/2023,250.0,680,Oslo
Solegladveien 20,13500 ,80,https://www.finn.no/realestate/lettings/ad.html?finnkode=105660020,59.9140588,10.5037082,02/02/2023,168.0,1352,Kolsås
Bondilia 19,18500 ,77,https://www.finn.no/realestate/lettings/ad.html?finnkode=289994827,59.8248619,10.434601,02/02/2023,240.0,1386,Asker
Bjørnebærstien 12,13500 ,55,https://www.finn.no/realestate/lettings/ad.html?finnkode=280902606,59.925436,10.482872,02/02/2023,245.0,1348,Rykkinn
KORSGATA 25,13500 ,40,https://www.finn.no/realestate/lettings/ad.html?finnkode=289991934,59.920049,10.758118,02/02/2023,337.0,551,Oslo
HASSELVEIEN 10,8000 ,50,https://www.finn.no/realestate/lettings/ad.html?finnkode=289986869,59.8469158,9.8837658,02/02/2023,160.0,3330,Skotselv
HANS HOLTS VEG 1 A,30000 ,140,https://www.finn.no/realestate/lettings/ad.html?finnkode=289984412,59.9385487,11.0171694,02/02/2023,214.0,2006,Løvenstad
LØKENÅSFARET 6,12000 ,45,https://www.finn.no/realestate/lettings/ad.html?finnkode=289983597,59.9199659,10.9629407,02/02/2023,266.0,1473,Lørenskog
Vevelstadåsen 23,13000 ,68,https://www.finn.no/realestate/lettings/ad.html?finnkode=289989122,59.758629,10.8458597,02/02/2023,191.0,1405,Langhus
Kirkeringen 2,16000 ,63,https://www.finn.no/realestate/lettings/ad.html?finnkode=289988181,63.348935,10.353294,02/02/2023,253.0,7080,Heimdal
Slettliveien 3,7000 ,68,https://www.finn.no/realestate/lettings/ad.html?finnkode=273648197,67.3514761,15.6020726,02/02/2023,102.0,8226,Straumen
Askåsen 40,35000 ,253,https://www.finn.no/realestate/lettings/ad.html?finnkode=289984392,59.8719343,10.5056102,02/02/2023,138.0,1394,Nesbru
Skjettenveien 42 C,14000 ,48,https://www.finn.no/realestate/lettings/ad.html?finnkode=289983938,59.961844,11.01055,02/02/2023,291.0,1466,Strømmen
SIMEN HOELS GATE 10,15000 ,114,https://www.finn.no/realestate/lettings/ad.html?finnkode=289976420,59.5836856,11.1704464,02/02/2023,131.0,1809,Askim
St. Olavs vei 18,10450 ,23,https://www.finn.no/realestate/lettings/ad.html?finnkode=249837045,58.156142,8.014387,02/02/2023,454.0,4631,Kristiansand S
Rolf E. Stenersens allè 16,6837 ,16,https://www.finn.no/realestate/lettings/ad.html?finnkode=289959805,59.953858,10.729115,02/02/2023,427.0,858,Oslo
Liveien,5500 ,29,https://www.finn.no/realestate/lettings/ad.html?finnkode=231106456,59.4085462,9.9450346,02/02/2023,189.0,3275,Svarstad
Strømsveien 83,14000 ,45,https://www.finn.no/realestate/lettings/ad.html?finnkode=289982187,59.950913,11.011545,02/02/2023,311.0,2010,Strømmen
GLÜCKSTADS GATE 6,22900 ,74,https://www.finn.no/realestate/lettings/ad.html?finnkode=289978945,59.922152,10.738092,02/02/2023,309.0,170,Oslo
Øvre Lynghaugen 8 B,18000 ,81,https://www.finn.no/realestate/lettings/ad.html?finnkode=289981955,60.4263063,5.3029623,02/02/2023,222.0,5038,Bergen
Rolf Hofmos Gate,7500 ,750,https://www.finn.no/realestate/lettings/ad.html?finnkode=289971178,59.9126087,10.7874665,02/02/2023,10.0,655,Oslo
RÅDYRSTIEN 3,10000 ,76,https://www.finn.no/realestate/lettings/ad.html?finnkode=289972824,60.1405521,11.2183733,02/02/2023,131.0,2052,Jessheim
Bergsagelveien 4A,11500 ,60,https://www.finn.no/realestate/lettings/ad.html?finnkode=289972469,58.9464359,5.7469296,02/02/2023,191.0,4016,Stavanger
