address,price,area,url,lat,lon,date,price_per_m2,postal_code,city
VALGRINDVEGEN 20,11800,40,https://www.finn.no/realestate/lettings/ad.html?finnkode=284640579,63.409458,10.399432,22/01/2023,295,7031,Trondheim
OTTO BLEHRS VEI 7 A,11100,50,https://www.finn.no/realestate/lettings/ad.html?finnkode=129003208,59.8743793,10.531909,22/01/2023,222,1397,Nesøya
Skuteviksveien 18,9800,35,https://www.finn.no/realestate/lettings/ad.html?finnkode=288673767,60.4008705,5.3234371,22/01/2023,280,5032,Bergen
Gamle Drammensvei 101c,8900,33,https://www.finn.no/realestate/lettings/ad.html?finnkode=285502865,59.902981,10.576943,22/01/2023,269,1363,Høvik
Nørvågvegen 62,7500,60,https://www.finn.no/realestate/lettings/ad.html?finnkode=239117564,62.3429536,5.6403959,22/01/2023,125,6090,Fosnavåg
Krogstadstien 7,9200,36,https://www.finn.no/realestate/lettings/ad.html?finnkode=169458257,59.319187,10.800696,22/01/2023,255,1643,Råde
Schæffers gate 8C,19000,63,https://www.finn.no/realestate/lettings/ad.html?finnkode=288671627,59.92148,10.762745,22/01/2023,301,558,Oslo
Pilskogvegen 19,6000,50,https://www.finn.no/realestate/lettings/ad.html?finnkode=288669081,62.3535237,6.0691038,22/01/2023,120,6063,Hjørungavåg
Arnulf Øverlands vei 200,6900,24,https://www.finn.no/realestate/lettings/ad.html?finnkode=94671684,59.975615,10.645833,22/01/2023,287,763,Oslo
Øvre holen 18,4000,20,https://www.finn.no/realestate/lettings/ad.html?finnkode=107033115,60.3890872,5.2814166,22/01/2023,200,5162,Laksevåg
Konventveien 12a,19500,58,https://www.finn.no/realestate/lettings/ad.html?finnkode=160948879,59.93459,10.686863,22/01/2023,336,377,Oslo
SØNDRE MOHAGEN 59,11500,61,https://www.finn.no/realestate/lettings/ad.html?finnkode=196963281,60.0325958,11.1318519,22/01/2023,188,2016,Frogner
Haldors vei 23,9000,23,https://www.finn.no/realestate/lettings/ad.html?finnkode=288445016,59.9212679,11.1774852,22/01/2023,391,1900,Fetsund
