address,price,area,rooms,year,type,url,price_per_m2,lat,lon,date,floor,ownership,postal_code,city
Georg Feydts gate 20,1800000,85,3.0,1976.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=294240679,21176,59.12545,11.443756,14/03/2023,,Eier (Selveier),1792,Tistedal
Stasjonsveien 18B,2750000,76,3.0,2017.0,Rekkehus,https://www.finn.no/realestate/homes/ad.html?finnkode=294891302,36184,59.213724,11.189711,14/03/2023,1.0,Eier (Selveier),1746,Skjeberg
Kvasleveien 7,4190000,163,,1966.0,Enebolig,https://www.finn.no/realestate/homes/ad.html?finnkode=294891179,25705,58.198998,8.03322,14/03/2023,,Eier (Selveier),4634,Kristiansand S
Trondheimsveien 91,4200000,50,2.0,1943.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=294861451,84000,59.924031,10.773979,14/03/2023,3.0,Andel,565,Oslo
Havsteinflata 10A,5550000,112,5.0,1970.0,Rekkehus,https://www.finn.no/realestate/homes/ad.html?finnkode=294890474,49553,63.4068644,10.3606419,14/03/2023,,Eier (Selveier),7021,Trondheim
Furubakken 15A,2730000,94,4.0,1970.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=269551520,29042,61.113896,10.483173,14/03/2023,3.0,Andel,2609,Lillehammer
Nordre Øyavegen 162,4500000,374,,1988.0,Enebolig,https://www.finn.no/realestate/homes/ad.html?finnkode=294820511,12032,60.351068,4.9669083,14/03/2023,3.0,Eier (Selveier),5357,Fjell
Sollivegen 101A,1950000,67,2.0,1974.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=294841967,29104,62.7457497,7.1592248,14/03/2023,5.0,Andel,6414,Molde
Mikkel Blikks gate 7 D,1450000,38,,1963.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=294888766,38157,59.2019755,9.6218163,14/03/2023,1.0,Andel,3714,Skien
Glenneveien 81,4500000,109,3.0,1965.0,Enebolig,https://www.finn.no/realestate/homes/ad.html?finnkode=294219982,41284,59.7879294,10.7005635,14/03/2023,1.0,Eier (Selveier),1459,Nesodden
Kuhnlevegen 153,4290000,88,3.0,2020.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=294888014,48750,60.176169,5.458739,14/03/2023,2.0,Eier (Selveier),5209,Os
Steinroa 5 A,3090000,98,,2001.0,Tomannsbolig,https://www.finn.no/realestate/homes/ad.html?finnkode=294887777,31530,59.9035632,9.9119755,14/03/2023,,Eier (Selveier),3340,Åmot
Solheims tverrgate 9,3990000,86,3.0,1982.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=294887157,46395,60.3744264,5.3374028,14/03/2023,3.0,Andel,5054,Bergen
Lahelleveien 6B,2790000,59,,1988.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=294886813,47288,59.1286029,10.2736274,14/03/2023,1.0,Eier (Selveier),3218,Sandefjord
Vestaveien 46C,12800000,210,7.0,2021.0,Enebolig,https://www.finn.no/realestate/homes/ad.html?finnkode=294864239,60952,59.921684,10.929299,14/03/2023,,Eier (Selveier),1476,Rasta
Gydas vei 115,4650000,124,6.0,1985.0,Rekkehus,https://www.finn.no/realestate/homes/ad.html?finnkode=294733076,37500,59.8238523,10.8124711,14/03/2023,3.0,Andel,1413,Tårnåsen
Hektnerhagan 32,5990000,120,5.0,2014.0,Rekkehus,https://www.finn.no/realestate/homes/ad.html?finnkode=294774232,49916,59.9014362,11.0901812,14/03/2023,2.0,Eier (Selveier),2008,Fjerdingby
Hålogalandsgata 96,3490000,67,4.0,1955.0,Tomannsbolig,https://www.finn.no/realestate/homes/ad.html?finnkode=294853790,52089,67.2783243,14.4057244,14/03/2023,1.0,Eier (Selveier),8008,Bodø
Maggevarden 9B,2690000,64,,2013.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=294883543,42031,60.4036977,5.0083608,14/03/2023,2.0,Eier (Selveier),5363,Ågotnes
GJERTRUDVEGEN 35 A,2200000,65,2.0,2001.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=294217060,33846,60.3585166,5.1179673,14/03/2023,,Eier (Selveier),5353,Straume
Sondrevegen 4L,11990000,153,4.0,1971.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=294882580,78366,59.93472,10.663385,14/03/2023,-1.0,Eier (Selveier),378,Oslo
Fiskebru 8B,3550000,106,,1990.0,Tomannsbolig,https://www.finn.no/realestate/homes/ad.html?finnkode=294869563,33490,59.7610468,9.8973053,14/03/2023,,Eier (Selveier),3302,Hokksund
Skorkeberg alle 5F,2990000,56,2.0,1991.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=294861818,53392,59.6601409,10.6455058,14/03/2023,1.0,Andel,1447,Drøbak
Telnesveien 257,4250000,345,,1995.0,Enebolig,https://www.finn.no/realestate/homes/ad.html?finnkode=294738255,12318,62.288857,10.841669,14/03/2023,,Eier (Selveier),2500,Tynset
Fallanveien 29,5200000,66,3.0,1950.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=294833873,78787,59.962157,10.792992,14/03/2023,2.0,Andel,495,Oslo
Hovseterveien 38B,6650000,108,,1973.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=294879976,61574,59.947994,10.650721,14/03/2023,4.0,Andel,768,Oslo
Løpene 7A,3490000,126,,,Enebolig,https://www.finn.no/realestate/homes/ad.html?finnkode=294879812,27698,59.7464237,10.0091713,14/03/2023,,Eier (Selveier),3050,Mjøndalen
St. Svithuns gate 34,3750000,71,,1900.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=294714013,52816,58.9648579,5.7246342,14/03/2023,2.0,Eier (Selveier),4008,Stavanger
Steinsvikvegen 268,3090000,43,2.0,2018.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=294855973,71860,60.30154,5.309328,14/03/2023,5.0,Eier (Selveier),5237,Rådal
Haugstuveien 3 C,6980000,171,,2009.0,Rekkehus,https://www.finn.no/realestate/homes/ad.html?finnkode=294874205,40818,67.286836,14.4225956,14/03/2023,,Eier (Selveier),8010,Bodø
Vikenvegen 16,4500000,86,,2005.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=294876411,52325,60.7842318,10.703456,14/03/2023,1.0,Eier (Selveier),2816,Gjøvik
Grindbråtan 19D,3490000,98,4.0,1978.0,Rekkehus,https://www.finn.no/realestate/homes/ad.html?finnkode=294389660,35612,60.091469,10.866869,14/03/2023,2.0,Andel,1484,Hakadal
Ola Abrahamssons vei 19 B,9200000,161,,2023.0,Rekkehus,https://www.finn.no/realestate/homes/ad.html?finnkode=294875748,57142,59.35197,10.466409,14/03/2023,,Eier (Selveier),3179,Åsgårdstrand
Kirkeveien 67 A,6050000,68,3.0,1909.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=294818974,88970,59.9305557,10.7199611,14/03/2023,5.0,Eier (Selveier),364,Oslo
Havnevegen 203,3290000,76,3.0,2013.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=294866692,43289,63.4160947,10.8067414,14/03/2023,1.0,Eier (Selveier),7550,Hommelvik
Fiolveien 3F,3800000,101,4.0,2008.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=294845116,37623,59.8258964,11.1489199,14/03/2023,2.0,Eier (Selveier),1911,Flateby
Maridalsveien 205,3450000,37,1.0,1940.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=294719844,93243,59.942385,10.763264,14/03/2023,4.0,Aksje,469,Oslo
Storbakkvegen 41,5000000,103,4.0,2017.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=294695643,48543,69.620961,18.948512,14/03/2023,2.0,Andel,9020,Tromsdalen
