address,price,area,rooms,year,type,url,price_per_m2,lat,lon,date,floor,ownership,postal_code,city
Fjøsmestervegen 3 A,4650000,81,4.0,1973.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=300997408,57407,63.427766,10.446336,01/05/2023,4.0,Andel,7046,Trondheim
Klaus Torgårds vei 16B,7500000,87,3.0,2005.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=300919754,86206,59.9519,10.726363,01/05/2023,2.0,Eier (Selveier),372,Oslo
Risaberg terrasse 82,4250000,106,3.0,2014.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=301295497,40094,58.9245143,5.6165976,01/05/2023,3.0,Eier (Selveier),4056,Tananger
Pilestredet park 11C,7740000,99,4.0,1940.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=298176835,78181,59.921863,10.740975,01/05/2023,6.0,Andel,176,Oslo
Rustadgrenda 9,4000000,67,3.0,1963.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=300856169,59701,59.873117,10.842896,01/05/2023,3.0,Andel,693,Oslo
Sigden 5,2790000,114,3.0,2006.0,Tomannsbolig,https://www.finn.no/realestate/homes/ad.html?finnkode=301257310,24473,63.127435,7.8125759,01/05/2023,1.0,Eier (Selveier),6518,Kristiansund N
Brochmanns gate 8A,4890000,52,3.0,,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=301300797,94038,59.94059,10.763169,01/05/2023,3.0,Andel,470,Oslo
Falletvegen 215,2250000,149,4.0,1970.0,Enebolig,https://www.finn.no/realestate/homes/ad.html?finnkode=266292789,15100,60.5444241,11.2582845,01/05/2023,2.0,Eier (Selveier),2338,Espa
Grenseveien 30A,3990000,41,2.0,1940.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=301299345,97317,59.924928,10.780427,01/05/2023,2.0,Andel,571,Oslo
Heggdalsringen 61,3090000,42,3.0,2018.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=300403244,73571,63.406446,10.450881,01/05/2023,4.0,Eier (Selveier),7049,Trondheim
Carl Lundgrens vei 20,11750000,101,,2019.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=301297428,116336,59.920237,10.630927,01/05/2023,4.0,Eier (Selveier),284,Oslo
Darres gate 4,6800000,67,3.0,2021.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=301297059,101492,59.927779,10.752248,01/05/2023,4.0,Andel,171,Oslo
Lotheveien 7,2890000,57,3.0,1980.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=301297078,50701,60.379672,5.32198,01/05/2023,2.0,Andel,5057,Bergen
Deichmans gate 13,3750000,35,2.0,1890.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=301296349,107142,59.918993,10.749483,01/05/2023,2.0,Andel,178,Oslo
Østagløttveien 20A,14900000,424,9.0,1989.0,Enebolig,https://www.finn.no/realestate/homes/ad.html?finnkode=273638564,35141,59.950459,10.988203,01/05/2023,,Eier (Selveier),1464,Fjellhamar
Øvre Halsteinrud terrasse 10A,2400000,64,,2003.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=301249542,37500,60.189868,10.1927174,01/05/2023,,Eier (Selveier),3518,Hønefoss
Plassavegen 29,1990000,127,,2007.0,Enebolig,https://www.finn.no/realestate/homes/ad.html?finnkode=301293936,15669,62.8985317,8.088537,01/05/2023,,Eier (Selveier),6636,Angvik
Sars' gate 31B,4500000,53,2.0,1940.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=300742525,84905,59.921184,10.771692,01/05/2023,4.0,Aksje,562,Oslo
Kvernhusrenen 129,3840000,87,3.0,2012.0,Tomannsbolig,https://www.finn.no/realestate/homes/ad.html?finnkode=301247373,44137,60.143225,5.4321977,01/05/2023,2.0,Eier (Selveier),5208,Os
Niels Juels gate 10,6500000,57,2.0,1893.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=301291101,114035,59.912396,10.709957,01/05/2023,1.0,Eier (Selveier),272,Oslo
Ringgata 2D,4250000,51,2.0,1940.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=300612199,83333,59.915582,10.774166,01/05/2023,2.0,Aksje,577,Oslo
Niels Juels gate 10,11900000,148,5.0,1893.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=301290516,80405,59.912396,10.709957,01/05/2023,1.0,Eier (Selveier),272,Oslo
Bjørkelunden 4B,2950000,70,3.0,2004.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=300893757,42142,61.1304655,10.4430056,01/05/2023,2.0,Eier (Selveier),2619,Lillehammer
Erleveien 7B,3300000,70,3.0,1968.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=299792452,47142,60.3626297,5.3673981,01/05/2023,4.0,Eier (Selveier),5096,Bergen
Store Åros vei 16,6850000,194,,1967.0,Enebolig,https://www.finn.no/realestate/homes/ad.html?finnkode=301289135,35309,59.7094287,10.5136096,01/05/2023,,Eier (Selveier),3474,Åros
Th. Kittelsens vei 140,4500000,94,4.0,1979.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=301248979,47872,59.7714391,10.8003855,01/05/2023,1.0,Eier (Selveier),1415,Oppegård
Maridalsveien 225D,3780000,38,1.0,1940.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=301284327,99473,59.944765,10.763283,01/05/2023,1.0,Andel,467,Oslo
Disenveien 27,3850000,45,2.0,1957.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=301283526,85555,59.940864,10.794169,01/05/2023,7.0,Andel,587,Oslo
Husebybakken 1B,4500000,56,3.0,1958.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=301282598,80357,59.932517,10.668535,01/05/2023,3.0,Andel,379,Oslo
Sundgata 8,2700000,103,3.0,1860.0,Tomannsbolig,https://www.finn.no/realestate/homes/ad.html?finnkode=300898582,26213,61.1083366,10.4613408,01/05/2023,2.0,Eier (Selveier),2609,Lillehammer
Vikersundgata 4B,5200000,80,3.0,2019.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=300874043,65000,59.968568,9.998498,01/05/2023,4.0,Eier (Selveier),3370,Vikersund
Hasselstien 2B,2890000,51,2.0,1969.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=300897381,56666,60.3558035,5.3459343,01/05/2023,1.0,Eier (Selveier),5067,Bergen
Rygjabakken 3,8500000,344,12.0,1984.0,Enebolig,https://www.finn.no/realestate/homes/ad.html?finnkode=301106229,24709,58.928617,5.730777,01/05/2023,3.0,Eier (Selveier),4020,Stavanger
Kirkeveien 57,3700000,34,2.0,1932.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=300869925,108823,59.927927,10.71413,01/05/2023,2.0,Eier (Selveier),368,Oslo
Riddervolds gate 3,11800000,102,4.0,1898.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=301278928,115686,59.918762,10.722656,01/05/2023,1.0,Eier (Selveier),256,Oslo
Statsråd Ihlens vei 25,9500000,218,,1929.0,Enebolig,https://www.finn.no/realestate/homes/ad.html?finnkode=272901225,43577,59.9492764,10.9992699,01/05/2023,,Eier (Selveier),1465,Strømmen
Oscars gate 71,22500000,224,8.0,1900.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=301277807,100446,59.917393,10.718846,01/05/2023,3.0,Eier (Selveier),256,Oslo
Hovinveien 37C,7100000,79,3.0,2014.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=300776429,89873,59.92058,10.790783,01/05/2023,1.0,Eier (Selveier),576,Oslo
Kjølberggata 1C,4500000,55,2.0,1930.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=300920300,81818,59.909473,10.777667,01/05/2023,5.0,Aksje,653,Oslo
Grimelundshaugen 41,7990000,71,,1987.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=268837819,112535,59.94361,10.695911,01/05/2023,2.0,Eier (Selveier),374,Oslo
Etterstadsletta 64,3850000,42,2.0,1984.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=301044596,91666,59.908049,10.804416,01/05/2023,4.0,Eier (Selveier),659,Oslo
Sigurd Hoels vei 63,7350000,78,3.0,2017.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=300734954,94230,59.917942,10.788538,01/05/2023,3.0,Eier (Selveier),655,Oslo
Bygdøy allé 33A,6490000,65,,1936.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=300864772,99846,59.916891,10.710503,01/05/2023,5.0,Eier (Selveier),262,Oslo
Anton Tschudis vei 4B,12450000,185,,1981.0,Enebolig,https://www.finn.no/realestate/homes/ad.html?finnkode=277645195,67297,59.934369,10.817477,01/05/2023,,Eier (Selveier),583,Oslo
Strimmelen 46,3190000,62,3.0,1957.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=300042632,51451,60.3556771,5.3695157,01/05/2023,1.0,Andel,5097,Bergen
Lørenveien 54C,5950000,60,,2019.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=300907414,99166,59.929992,10.796363,01/05/2023,2.0,Andel,585,Oslo
Vogts gate 49,4400000,41,2.0,1920.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=301272024,107317,59.934614,10.76482,01/05/2023,3.0,Andel,477,Oslo
Seljeveien 21,5800000,62,3.0,2012.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=300854274,93548,59.928288,10.789187,01/05/2023,1.0,Eier (Selveier),575,Oslo
Øvre Bakklandet 11,10000000,193,,1990.0,Enebolig,https://www.finn.no/realestate/homes/ad.html?finnkode=301271655,51813,63.4261658,10.4038261,01/05/2023,,Eier (Selveier),7016,Trondheim
Tennisveien 46,15400000,188,6.0,1994.0,Tomannsbolig,https://www.finn.no/realestate/homes/ad.html?finnkode=296905446,81914,59.956047,10.702331,01/05/2023,,Eier (Selveier),777,Oslo
Eterveien 5,6800000,118,5.0,1970.0,Rekkehus,https://www.finn.no/realestate/homes/ad.html?finnkode=294189870,57627,59.885285,10.837279,01/05/2023,,Andel,690,Oslo
Gustav Heibergs gate 4B,2890000,137,4.0,1968.0,Rekkehus,https://www.finn.no/realestate/homes/ad.html?finnkode=301223780,21094,60.8016933,11.0413059,01/05/2023,,Andel,2316,Hamar
Vallefaret 18,4300000,55,2.0,1953.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=301040547,78181,59.919891,10.801481,01/05/2023,5.0,Andel,663,Oslo
Solstadlia 35,3280000,39,2.0,1891.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=300623571,84102,59.8601819,10.4564054,01/05/2023,3.0,Eier (Selveier),1395,Hvalstad
Narntegata 1 Gamle,5490000,149,5.0,1897.0,Enebolig,https://www.finn.no/realestate/homes/ad.html?finnkode=300885155,36845,59.213582,10.966418,01/05/2023,2.0,Eier (Selveier),1636,Fredrikstad
Gamle Ringeriksvei 45A,7450000,80,3.0,2010.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=301065189,93125,59.9188582,10.5846832,01/05/2023,3.0,Eier (Selveier),1357,Bekkestua
Nydalen allé 27,11700000,78,3.0,2007.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=301202406,150000,59.947479,10.76656,01/05/2023,9.0,Eier (Selveier),484,Oslo
Grenseveien 57C,6690000,72,,2016.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=301263523,92916,59.921198,10.7931791,01/05/2023,3.0,Eier (Selveier),576,Oslo
Vestlundveien 9,3450000,92,,2015.0,Rekkehus,https://www.finn.no/realestate/homes/ad.html?finnkode=299768059,37500,59.616574,11.05794,01/05/2023,,Eier (Selveier),1820,Spydeberg
Nedre Gartnergaten 3,3500000,49,2.0,1896.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=300872281,71428,60.3930595,5.3175792,01/05/2023,2.0,Andel,5011,Bergen
Torgbakken 12,1795000,150,,1875.0,Enebolig,https://www.finn.no/realestate/homes/ad.html?finnkode=276031591,11966,59.0530004,9.6982169,01/05/2023,,Eier (Selveier),3950,Brevik
