address,price,area,url,lat,lon,date,price_per_m2,postal_code,city
Stubberudstien 12,10000 ,50,https://www.finn.no/realestate/lettings/ad.html?finnkode=289339626,59.945056,11.003366,28/01/2023,200.0,1467,Strømmen
Leirvikveien 30,18000 ,178,https://www.finn.no/realestate/lettings/ad.html?finnkode=206377277,60.3773619,5.2005289,28/01/2023,101.0,5179,Godvik
Wilhelm Frøshaugs vei 1,15000 ,70,https://www.finn.no/realestate/lettings/ad.html?finnkode=289300748,59.804151,10.80664,28/01/2023,214.0,1410,Kolbotn
Østre Åsevegen,13000 ,75,https://www.finn.no/realestate/lettings/ad.html?finnkode=289341446,62.4662124,6.3244304,28/01/2023,173.0,6017,Ålesund
SIGURDS GATE 8 B,6950 ,87,https://www.finn.no/realestate/lettings/ad.html?finnkode=166239693,59.91195,10.773114,28/01/2023,79.0,650,Oslo
SKRIVERGATEN 41,13500 ,60,https://www.finn.no/realestate/lettings/ad.html?finnkode=141748398,60.3725938,5.3376412,28/01/2023,225.0,5054,Bergen
Toftes gate 59b,15500 ,35,https://www.finn.no/realestate/lettings/ad.html?finnkode=289325963,59.922762,10.760487,28/01/2023,442.0,552,Oslo
Strandvegen 46,6200 ,84,https://www.finn.no/realestate/lettings/ad.html?finnkode=289326045,69.6415715,18.9416058,28/01/2023,73.0,9007,Tromsø
Øvre Helle 45,5000 ,55,https://www.finn.no/realestate/lettings/ad.html?finnkode=289213013,58.3061369,7.3639169,28/01/2023,90.0,4525,Konsmo
Jens Bjelkes gate 14 B,16500 ,51,https://www.finn.no/realestate/lettings/ad.html?finnkode=289319494,59.918485,10.765341,28/01/2023,323.0,562,Oslo
Paulus plass 4A,7522 ,30,https://www.finn.no/realestate/lettings/ad.html?finnkode=289316011,59.926689,10.757618,28/01/2023,250.0,554,Oslo
RØYSEBEKKVEIEN 16,7000 ,35,https://www.finn.no/realestate/lettings/ad.html?finnkode=289307566,59.1273048,10.280729,28/01/2023,200.0,3218,Sandefjord
MARCUS THRANES VEI 17,6500 ,39,https://www.finn.no/realestate/lettings/ad.html?finnkode=260714067,59.6764901,9.6320942,28/01/2023,166.0,3617,Kongsberg
Tyttebærveien 10A,11500 ,61,https://www.finn.no/realestate/lettings/ad.html?finnkode=289304421,59.87487,11.581088,28/01/2023,188.0,1940,Bjørkelangen
HELLEVEIEN 38 A,9000 ,30,https://www.finn.no/realestate/lettings/ad.html?finnkode=223625025,60.4245361,5.3013628,28/01/2023,300.0,5042,Bergen
TÅSENVEIEN 117,15500 ,73,https://www.finn.no/realestate/lettings/ad.html?finnkode=289290006,59.958693,10.760764,28/01/2023,212.0,880,Oslo
Mor Åses vei 26,27500 ,228,https://www.finn.no/realestate/lettings/ad.html?finnkode=286673888,58.9454404,5.7131721,28/01/2023,120.0,4019,Stavanger
Olaus fjørtoft-vegen 347,14000 ,180,https://www.finn.no/realestate/lettings/ad.html?finnkode=284292787,62.6630077,6.3451416,28/01/2023,77.0,6293,Longva
GRØNVOLDVEGEN 46,11500 ,72,https://www.finn.no/realestate/lettings/ad.html?finnkode=289289013,60.7124387,11.1963605,28/01/2023,159.0,2335,Stange
Øvstevegen 60,8000 ,60,https://www.finn.no/realestate/lettings/ad.html?finnkode=200457716,62.6723459,6.2711218,28/01/2023,133.0,6293,Longva
SPORTSVEIEN 18,10000 ,55,https://www.finn.no/realestate/lettings/ad.html?finnkode=237996363,59.2126871,10.949402,28/01/2023,181.0,1604,Fredrikstad
Skomsvollsjøen 7,8500 ,55,https://www.finn.no/realestate/lettings/ad.html?finnkode=249076475,64.5143041,11.282537,28/01/2023,154.0,7819,Fosslandsosen
Sagbakken 6,9200 ,80,https://www.finn.no/realestate/lettings/ad.html?finnkode=169424000,59.2131514,10.1345812,28/01/2023,115.0,3243,Kodal
Stubbanvegen 60,4950 ,11,https://www.finn.no/realestate/lettings/ad.html?finnkode=289290740,63.3927883,10.4237126,28/01/2023,450.0,7036,Trondheim
Vigernesgata 5C,"11000,–",29,https://www.finn.no/realestate/lettings/ad.html?finnkode=289128077,59.956268,11.069986,28/01/2023,,2004,Lillestrøm
Carl Jenssens vei 24,"12000,–",36,https://www.finn.no/realestate/lettings/ad.html?finnkode=289192951,59.4237538,10.6616571,28/01/2023,,1532,Moss
LINNKJELLVEIEN 38,9000 ,65,https://www.finn.no/realestate/lettings/ad.html?finnkode=289287691,58.1079526,7.9658394,28/01/2023,138.0,4623,Kristiansand S
DRONNING INGRIDS PLASS 1,14900 ,44,https://www.finn.no/realestate/lettings/ad.html?finnkode=289290958,59.919735,10.781284,28/01/2023,338.0,576,Oslo
ÅDNAVEGEN 34 Indre,13000 ,86,https://www.finn.no/realestate/lettings/ad.html?finnkode=289279697,60.4236225,5.4692458,28/01/2023,151.0,5260,Arna
Bilet 12,10000 ,97,https://www.finn.no/realestate/lettings/ad.html?finnkode=91349813,58.971151,9.564816,28/01/2023,103.0,3967,Stathelle
Langflåtveien,16500 ,115,https://www.finn.no/realestate/lettings/ad.html?finnkode=101757977,58.9314675,5.7398605,28/01/2023,143.0,4018,Stavanger
Skogaromvegen 25 B,9500 ,50,https://www.finn.no/realestate/lettings/ad.html?finnkode=289271652,63.3006821,10.1445701,28/01/2023,190.0,7350,Buvika
Bukken Bruses veg 39,8500 ,30,https://www.finn.no/realestate/lettings/ad.html?finnkode=289276124,63.429212,10.5065428,28/01/2023,283.0,7056,Ranheim
Elmholt Alle 5,19000 ,75,https://www.finn.no/realestate/lettings/ad.html?finnkode=264422821,59.923942,10.66858,28/01/2023,253.0,275,Oslo
Julianus Holms veg 12,13000 ,28,https://www.finn.no/realestate/lettings/ad.html?finnkode=289273259,63.4437729,10.4568267,28/01/2023,464.0,7041,Trondheim
Valderhaugbakkane 50,18500 ,160,https://www.finn.no/realestate/lettings/ad.html?finnkode=232611888,62.510322,6.1311844,28/01/2023,115.0,6050,Valderøya
Ullagerveien 9 A,16000 ,48,https://www.finn.no/realestate/lettings/ad.html?finnkode=289272501,59.9305209,10.7901248,28/01/2023,333.0,585,Oslo
Redervegen 57,17900 ,106,https://www.finn.no/realestate/lettings/ad.html?finnkode=289266697,69.679472,18.9478369,28/01/2023,168.0,9014,Tromsø
OPSALVEGEN 120,8000 ,20,https://www.finn.no/realestate/lettings/ad.html?finnkode=289262149,59.9008722,11.0929856,28/01/2023,400.0,2008,Fjerdingby
NYJORDSTUBBEN 145,22000 ,105,https://www.finn.no/realestate/lettings/ad.html?finnkode=283914288,59.827451,10.840497,28/01/2023,209.0,1275,Oslo
Solheimgata 7 B,23000 ,100,https://www.finn.no/realestate/lettings/ad.html?finnkode=289262174,59.921481,10.702551,28/01/2023,230.0,267,Oslo
Gløstad,6000 ,60,https://www.finn.no/realestate/lettings/ad.html?finnkode=289257979,63.6309312,8.9002111,28/01/2023,100.0,7240,Hitra
Seljeveien 4b,7000 ,43,https://www.finn.no/realestate/lettings/ad.html?finnkode=82213871,59.1263374,11.3698513,28/01/2023,162.0,1781,Halden
Salhusvegen 182,13000 ,75,https://www.finn.no/realestate/lettings/ad.html?finnkode=245460667,60.5014173,5.2631993,28/01/2023,173.0,5107,Salhus
Storgata 149,3500 ,300,https://www.finn.no/realestate/lettings/ad.html?finnkode=76511155,60.9215083,10.7037719,28/01/2023,11.0,2390,Moelv
BREDOCHS GATE 6 B,12000 ,65,https://www.finn.no/realestate/lettings/ad.html?finnkode=289251825,59.0529466,10.0253194,28/01/2023,184.0,3256,Larvik
Gylnaveien 6,13500 ,170,https://www.finn.no/realestate/lettings/ad.html?finnkode=289253865,59.1901699,9.9664135,28/01/2023,79.0,3282,Kvelde
TOFTES GATE 41 A,14000 ,50,https://www.finn.no/realestate/lettings/ad.html?finnkode=203056323,59.924381,10.760985,28/01/2023,280.0,552,Oslo
UNDERHAUGSVEIEN 7 B,12500 ,28,https://www.finn.no/realestate/lettings/ad.html?finnkode=114607407,59.924986,10.728471,28/01/2023,446.0,354,Oslo
Bogstadveien 36 A,17500 ,60,https://www.finn.no/realestate/lettings/ad.html?finnkode=289251209,59.926705,10.720348,28/01/2023,291.0,366,Oslo
Frydens gate 4 B,14500 ,40,https://www.finn.no/realestate/lettings/ad.html?finnkode=289249231,59.925551,10.776881,28/01/2023,362.0,564,Oslo
ASTRIDS GATE 49,11000 ,58,https://www.finn.no/realestate/lettings/ad.html?finnkode=289016004,59.2847647,11.1157248,28/01/2023,189.0,1706,Sarpsborg
Oddernes kirkevei 8,8500 ,55,https://www.finn.no/realestate/lettings/ad.html?finnkode=268421718,58.158188,7.999082,28/01/2023,154.0,4630,Kristiansand S
Flatåsen 5b,8500 ,60,https://www.finn.no/realestate/lettings/ad.html?finnkode=189750380,59.550803,5.360164,28/01/2023,141.0,5550,Sveio
GLENNEVEIEN 75,15000 ,85,https://www.finn.no/realestate/lettings/ad.html?finnkode=289241566,59.9163668,10.9457882,28/01/2023,176.0,1476,Rasta
Ringvålvegen 352 C,13000 ,78,https://www.finn.no/realestate/lettings/ad.html?finnkode=289245924,63.3516496,10.2506628,28/01/2023,166.0,7089,Heimdal
STØPERIVEIEN 50,17000 ,63,https://www.finn.no/realestate/lettings/ad.html?finnkode=104127784,59.9496528,11.0107327,28/01/2023,269.0,2010,Strømmen
